"fc","b","sim","BM_AICc_exp","OU_AICc_exp","WN_exp","Static_exp","BM_wt","OU_wt","WN_wt"
1,25,17,-21.1510075033922,-18.5536046445709,9.04740404997314,FALSE,0.785616183650008,0.214383598725048,2.17624943502488e-07
1,25,18,-11.2281061033211,-9.73513616958925,0.33682309211623,FALSE,0.676997205903055,0.320916889651428,0.00208590444551642
1,25,19,-4.6192051613675,-5.61771633576406,8.46010297924785,FALSE,0.37750958180104,0.621944921278832,0.000545496920128078
1,25,20,0.376699513969685,1.42828792249392,15.2815223934472,FALSE,0.628272602767644,0.371362973244215,0.000364423988141079
1,25,21,-0.0457000590012111,1.02521325827269,14.652484305067,FALSE,0.630499104330421,0.369095373788927,0.000405521880651053
1,25,22,-8.66481602638186,-7.59629401339843,4.68961166475976,FALSE,0.629976206644853,0.369230475882883,0.000793317472264239
1,25,23,-15.4402262883591,-13.3722685557339,15.6187922020105,FALSE,0.737686456546172,0.26231341056403,1.32889797094571e-07
1,25,24,-11.2387893187199,-12.0834631595191,6.00772667595455,FALSE,0.39592948209384,0.603999300774582,7.12171315776744e-05
1,25,25,-19.3253448612466,-17.9975693716351,-3.75512081992008,FALSE,0.659951993871703,0.339773544804492,0.00027446132380457
1,25,26,-8.01981231967393,-8.69966813291915,8.40874203496235,FALSE,0.41578017708231,0.584107246213787,0.000112576703902964
1,25,27,-22.0520240244073,-19.4781415237005,16.4969913624962,FALSE,0.783629011490862,0.216370985172584,3.33655411806235e-09
